"leet" "leet" "272355968" "399967584" "264076960" "6" "87" "p90"
"-oMg|OreD" "-oMg|OreD" "269327744" "423765120" "262148560" "10" "75" "p90"
"-rTg|maEsTrOo" "-rTg|maEsTrOo" "261975280" "385683904" "261465584" "8" "83" "p90"
"OreD" "OreD" "261181216" "401291040" "260424624" "9" "70" "p90"
"S3mphis" "S3mphis" "251212496" "342439680" "269249792" "7" "58" "p90"
"Cuppy # LePatron" "Cuppy # LePatron" "249883696" "330504160" "251502720" "7" "57" "p90"
"RPL" "RPL" "246554688" "328102656" "264507104" "7" "62" "p90"
"NO151A" "NO151A" "246495280" "323605760" "268093296" "7" "84" "p90"
"IrreguLar" "IrreguLar" "244135568" "346683424" "250331488" "8" "83" "p90"
"abc." "abc." "242940320" "327386272" "260726352" "6" "76" "p90"
"underground.CrimsoN" "underground.CrimsoN" "242468544" "311412960" "265958528" "6" "62" "p90"
"el.trapdejavu`" "el.trapdejavu`" "238951552" "320825888" "263642208" "4" "80" "p90"
"ZALE" "ZALE" "238197200" "305139328" "264768368" "6" "61" "p90"
"raz" "raz" "235754832" "292888736" "256617008" "9" "39" "p90"
"tiganu" "tiganu" "233130992" "309872000" "264313200" "6" "76" "p90"
"1" "1" "229034432" "297837184" "253887424" "7" "52" "p90"
"anca" "anca" "226005552" "284784736" "265186160" "3" "23" "p90"
"6969" "6969" "222218608" "302255680" "244830864" "6" "70" "p90"
"Yeeee" "Yeeee" "219561248" "264919744" "247357104" "4" "43" "p90"
"Floy" "Floy" "217497728" "254101136" "254101136" "1" "0" "p90"
